Otu260	Merdimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu261	Dysosmobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu262	Sporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu263	Mediterraneibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu264	Intestinimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu265	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu266	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu267	Sellimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu268	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu269	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu270	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu271	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu272	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu273	Hungatella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu274	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu275	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu276	Sellimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu277	Lawsonibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu278	Butyricimonas	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae
Otu279	Faecalimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu280	Lactonifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu281	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu282	Bacilliculturomica	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu283	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu284	Oscillibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu285	Alistipes	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae
Otu286	Enterocloster	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu287	Intestinimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu288	Blautia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu289	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu290	Anaerotignum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu291	Anaerosporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu292	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu293	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu294	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu295	Flintibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu296	Faecalimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu297	Eisenbergiella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu298	Lactonifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu299	Hungatella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu300	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu301	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu302	Anaerosporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu303	Hungatella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu304	Lachnotalea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu305	Clostridium IV	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu306	Adlercreutzia	Root	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae
Otu307	Falcatimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu308	Vampirovibrio	Root	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae
Otu309	Enterocloster	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu310	Lachnospiracea_incertae_sedis	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu311	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu312	Enterocloster	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu313	Anaerovorax	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu314	Bilophila	Root	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
Otu315	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu316	Enterococcus	Root	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae
Otu317	Muricomes	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu318	Lachnotalea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu319	Flintibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu320	Meniscus	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae
Otu321	Merdimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu322	Coprococcus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu323	Oscillibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu324	Muricomes	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu325	Cuneatibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu326	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu327	Flintibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu328	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu329	Faecalimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu330	Anaerotignum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu331	Anaerotignum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu332	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu333	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu334	Falsiporphyromonas	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu335	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu336	Dysosmobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu337	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu338	Muricomes	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu339	Enterocloster	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu340	Lacrimispora	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu341	Desulfovibrio	Root	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
Otu342	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu343	Acetitomaculum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu344	Merdimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu345	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu346	Acutalibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu347	Intestinimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu348	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu349	Bifidobacterium	Root	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae
Otu350	Lawsonibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu351	Murimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu352	Anaerotignum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu353	Butyricicoccus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu354	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu355	Intestinimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu356	Marvinbryantia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu357	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu358	Catabacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Catabacteriaceae
Otu359	Hungatella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu360	Albibacterium	Root	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
Otu361	Acetitomaculum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu362	Phocaeicola	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu363	Phocea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu364	Sporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu365	Monoglobus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu366	Phascolarctobacterium	Root	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae
Otu367	Hungatella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu368	Lachnospiracea_incertae_sedis	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu369	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu370	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu371	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu372	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu373	Ihubacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu374	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu375	Turicimonas	Root	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae
Otu376	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu377	Dysosmobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu378	Clostridium sensu stricto	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1
Otu379	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu380	Mordavella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu381	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu382	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu383	Mediterraneibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu384	Enterocloster	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu385	Senegalimassilia	Root	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae
Otu386	Parasporobacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu387	Abyssivirga	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu388	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu389	Dysosmobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu390	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu391	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu392	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu393	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu394	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu395	Hungatella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu396	Hungatella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu397	Extibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu398	Faecalibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu399	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu400	Anaerosolibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 4
Otu401	Phascolarctobacterium	Root	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae
Otu402	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu403	Flavonifractor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu404	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu405	Sellimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu406	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu407	Bacilliculturomica	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu408	Hungatella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu409	Eisenbergiella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu410	Lachnotalea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu411	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu412	Clostridium XlVb	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu413	Neglecta	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu414	Adlercreutzia	Root	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae
Otu415	Acetitomaculum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu416	Marvinbryantia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu417	Cuneatibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu418	Mediterraneibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu419	Abyssivirga	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu420	Enterocloster	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu421	Alistipes	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae
Otu422	Cuneatibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu423	Holdemania	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu424	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu425	Falcatimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu426	Enterocloster	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu427	Pseudoflavonifractor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu428	Lachnospiracea_incertae_sedis	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu429	Murimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu430	Syntrophococcus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu431	Agathobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu432	Holdemania	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu433	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu434	Oscillibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu435	Ihubacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu436	Parasporobacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu437	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu438	Bifidobacterium	Root	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae
Otu439	Butyricicoccus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu440	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu441	Lacrimispora	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu442	Enterocloster	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu443	Harryflintia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu444	Romboutsia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu445	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu446	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu447	Alistipes	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae
Otu448	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu449	Flintibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu450	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu451	Butyricicoccus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu452	Stomatobaculum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu453	Caproiciproducens	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu454	Adlercreutzia	Root	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae
Otu455	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu456	Flintibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu457	Olsenella	Root	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae
Otu458	Aestuariispira	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae
Otu459	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu460	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu461	Lachnospiracea_incertae_sedis	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu462	Sporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu463	Eisenbergiella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu464	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu465	Clostridium IV	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu466	Adlercreutzia	Root	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae
Otu467	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu468	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu469	Occidentia	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae
Otu470	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu471	Pseudoteredinibacter	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae
Otu472	Caldisalinibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 3
Otu473	Mediterraneibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu474	Neglecta	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu475	Marvinbryantia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu476	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu477	Adlercreutzia	Root	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae
Otu478	Enterocloster	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu479	Ihubacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu480	Prevotella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
Otu481	Lachnospiracea_incertae_sedis	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu482	Schaedlerella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu483	Alistipes	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae
Otu484	Oscillibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu485	Megasphaera	Root	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae
Otu486	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu487	Phocea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu488	Odoribacter	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae
Otu489	Prevotella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
Otu490	Agathobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu491	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu492	Faecalimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu493	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu494	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu495	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu496	Agathobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu497	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu498	Sporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu499	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu500	Merdimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu501	Sellimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu502	Amedibacillus	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu503	Lacrimispora	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu504	Lactonifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu505	Lachnospiracea_incertae_sedis	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu506	Lactonifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu507	Cuneatibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu508	Bulleidia	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
